genes	predicted_functions
specc1	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
cxcr4a	uberon_0000033:1.88452996298,uberon_0009124:0.0260631873371,uberon_0001944:0.0260631873371
cxcr4b	uberon_0000033:1.85625917657,uberon_0009124:0.0259360498379,uberon_0001944:0.0259360498379
gmds	uberon_0000033:5.53195284351,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
selp	uberon_0000033:0.841904519738,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
ephx2	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
ddx27	uberon_0000033:311.774250231,uberon_0009124:0.0190706248808,uberon_0001944:0.0190706248808
chsy1	uberon_0000033:1.10793973683,uberon_0009124:0.00368698747696,uberon_0001944:0.00368698747696
smyd1b	uberon_0000033:11.1421513925,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
gipc1	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
cactin	uberon_0000033:0.152819274045,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
rpl22l1	uberon_0000033:187.895751913,uberon_0009124:0.0137308499142,uberon_0001944:0.0137308499142
rraga	uberon_0000033:0.0719292070105,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
nxf1	uberon_0000033:20.8171559351,uberon_0009124:0.0130951624182,uberon_0001944:0.0130951624182
plxnb1a	uberon_0000033:0.727099357956,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
plxnb1b	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
gnb2l1	uberon_0000033:188.20247223,uberon_0009124:0.0317843748013,uberon_0001944:0.0317843748013
chrna1	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
zic2a	uberon_0000033:0.382048185112,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
flt4	uberon_0000033:6.81178527181,uberon_0009124:0.014875087407,uberon_0001944:0.014875087407
cav1	uberon_0000033:6.26019408793,uberon_0009124:0.024156124849,uberon_0001944:0.024156124849
serpinc1	uberon_0000033:1.18632000509,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
ewsr1b	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
msrb3	uberon_0000033:4.68588085801,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
ewsr1a	uberon_0000033:3.41758778348,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
nxt2	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
pleca	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
cax1	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
stk36	uberon_0000033:4.00182291762,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
plecb	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
p2rx3a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
tcf21	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
hsf1	uberon_0000033:13.9954355476,uberon_0009124:0.0108066874325,uberon_0001944:0.0108066874325
pls3	uberon_0000033:0.430278505168,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
hsf4	uberon_0000033:7.48731240267,uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709
nup98	uberon_0000033:54.1873372739,uberon_0009124:0.0212319623673,uberon_0001944:0.0212319623673
nos1apa	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
acvr1l	uberon_0000033:13.0581628985,uberon_0009124:0.00648401245947,uberon_0001944:0.00648401245947
nup93	uberon_0000033:17.2915937948,uberon_0009124:0.00966244993961,uberon_0001944:0.00966244993961
vps37a	uberon_0000033:0.18401622133,uberon_0009124:0.00508549996822,uberon_0001944:0.00508549996822
orc1	uberon_0000033:27.4856150062,uberon_0009124:0.0170364248935,uberon_0001944:0.0170364248935
derl1	uberon_0000033:2.84946902648,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
cyp26a1	uberon_0000033:0.0547122109975,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
shox2	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
thnsl2	uberon_0000033:0.0382048185112,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
dock1	uberon_0000033:1.38811134631,uberon_0009124:0.0101709999364,uberon_0001944:0.0101709999364
cdc73	uberon_0000033:15.5088911773,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
vsx1	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
vsx2	uberon_0000033:4.68588085801,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
adh5	uberon_0000033:0.731623722914,uberon_0009124:0.00762824995232,uberon_0001944:0.00762824995232
fgfr4	uberon_0009124:379.693352104,uberon_0000033:1.10484593706,uberon_0001944:0.0104252749348
fgfr2	uberon_0009124:317.053275801,uberon_0000033:1.3495290178,uberon_0001944:0.0124594749221
ralgapa1	uberon_0000033:0.0382048185112,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
tgfbr3	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
sec23a	uberon_0000033:0.384399188439,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
sec23b	uberon_0000033:1.91046925036,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
pmm2	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
crk	uberon_0000033:1.36379384618,uberon_0009124:0.027843112326,uberon_0001944:0.027843112326
tph1a	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
glrx5	uberon_0000033:0.880172906999,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
tdrd1	uberon_0000033:3.14510150514,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
glrx2	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
zeb1b	uberon_0000033:31.4423398772,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
srp68	uberon_0000033:229.701731203,uberon_0009124:0.0130951624182,uberon_0001944:0.0130951624182
pth1a	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
gfi1b	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
mpv17	uberon_0000033:0.535757421652,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
gabarapa	uberon_0000033:0.121002847581,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
pnocb	uberon_0000033:4.92113860865,uberon_0009124:0.0225033373594,uberon_0001944:0.0225033373594
opa1	uberon_0000033:0.650562583434,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
snrpd1	uberon_0000033:36.8201951602,uberon_0009124:0.0263174623355,uberon_0001944:0.0263174623355
ipmkb	uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934,uberon_0000033:2.53470844793e-05
atl1	uberon_0000033:24.1694976231,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
plcg1	uberon_0000033:4.37516423408,uberon_0009124:0.0268260123323,uberon_0001944:0.0268260123323
rab3b	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
aplnra	uberon_0000033:5.10842466408,uberon_0009124:0.0231390248554,uberon_0001944:0.0231390248554
terfa	uberon_0000033:0.840506007247,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
sec24d	uberon_0000033:1.53030534162,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
itgb1b	uberon_0000033:1.06973491831,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
cebp1	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
dlx1a	uberon_0009124:665.410230782,uberon_0000033:0.807804754447,uberon_0001944:0.00597546246265
f2r	uberon_0000033:1.5251327904,uberon_0009124:0.0244103998474,uberon_0001944:0.0244103998474
col1a1a	uberon_0000033:1.3603281922,uberon_0009124:0.00991672493802,uberon_0001944:0.00991672493802
hs6st2	uberon_0000033:0.102427212476,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
psmc6	uberon_0000033:14.9018164908,uberon_0009124:0.022884749857,uberon_0001944:0.022884749857
diras1a	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
sec24c	uberon_0000033:3.76655675023,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
foxd5	uberon_0000033:0.114614455534,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
foxd3	uberon_0000033:0.404489517631,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
rgs18	uberon_0000033:7.19929959108,uberon_0009124:0.0359799122751,uberon_0001944:0.0359799122751
dact1	uberon_0000033:13.6504298142,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
dact2	uberon_0000033:48.3389952463,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
mipb	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
myef2	uberon_0000033:4.53786726082,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
dpy30	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
kif5ba	uberon_0000033:0.387168512675,uberon_0009124:0.0102981374356,uberon_0001944:0.0102981374356
fzd3a	uberon_0000033:7.92617162828,uberon_0009124:0.00839107494756,uberon_0001944:0.00839107494756
cbfb	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
rbpja	uberon_0000033:6.43895012478,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
march2	uberon_0000033:2.49577080089,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
hey2	uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934,uberon_0000033:2.53470844793e-05
march8	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
bmpr1ab	uberon_0000033:7.48731240267,uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709
bmpr1aa	uberon_0000033:14.6035750365,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
nrp2b	uberon_0000033:8.51841933656,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
nrp2a	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
dand5	uberon_0000033:5.28509834767,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
mst1	uberon_0000033:7.75444558864,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
leo1	uberon_0000033:29.0420891775,uberon_0009124:0.0095353124404,uberon_0001944:0.0095353124404
gak	uberon_0000033:0.19192152722,uberon_0009124:0.0106795499333,uberon_0001944:0.0106795499333
csf3r	uberon_0000033:0.0411893059676,uberon_0009124:0.00406839997457,uberon_0001944:0.00406839997457
scrt2	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
gnat2	uberon_0000033:1.28603243254,uberon_0009124:0.00978958743882,uberon_0001944:0.00978958743882
elavl1	uberon_0000033:3.18411541727,uberon_0009124:0.00762824995232,uberon_0001944:0.00762824995232
pank2	uberon_0000033:0.191024092556,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
fam20b	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
hsp90aa1.1	uberon_0000033:24.3307328855,uberon_0009124:0.0517449621766,uberon_0001944:0.0517449621766
porcn	uberon_0000033:5.10543652104,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
hsp90aa1.2	uberon_0000033:10.8285274293,uberon_0009124:0.107304049329,uberon_0001944:0.107304049329
ppm1k	uberon_0000033:0.0719292070105,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
lypd6b	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
birc2	uberon_0000033:0.0573896392205,uberon_0009124:0.00788252495073,uberon_0001944:0.00788252495073
rplp2l	uberon_0000033:165.466102342,uberon_0009124:0.0261903248363,uberon_0001944:0.0261903248363
erp44	uberon_0000033:0.45922064713,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
plxnb2a	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
polr2gl	uberon_0000033:27.8288518966,uberon_0009124:0.0302587248109,uberon_0001944:0.0302587248109
igf2bp1	uberon_0000033:12.5883400438,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
ttll6	uberon_0000033:0.114614455534,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
adcy1b	uberon_0009124:0.0442438497235,uberon_0001944:0.0442438497235,uberon_0000033:0.00756468878864
ttll3	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
adcy1a	uberon_0000033:3.1987034602,uberon_0009124:0.0362341872735,uberon_0001944:0.0362341872735
syk	uberon_0009124:0.0170364248935,uberon_0001944:0.0170364248935,uberon_0000033:0.00319322800254
smc3	uberon_0000033:58.2516814848,uberon_0009124:0.0177992498888,uberon_0001944:0.0177992498888
mipa	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
smc4	uberon_0000033:163.222722319,uberon_0009124:0.00851821244676,uberon_0001944:0.00851821244676
ctdp1	uberon_0000033:4.92867341192,uberon_0009124:0.0102981374356,uberon_0001944:0.0102981374356
prkcsh	uberon_0000033:0.803636132477,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
ovol1	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
trpv4	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
eomesa	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
xylt1	uberon_0000033:41.2275545609,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
her8a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
nr3c1	uberon_0001944:61.9627923839,uberon_0000033:11.3427542206,uberon_0009124:0.0156379124023
trpv6	uberon_0000033:0.245496023416,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
nr2f1a	uberon_0001944:93.9311569823,uberon_0000033:4.75301059146,uberon_0009124:0.0104252749348
akt2	uberon_0000033:18.7850815565,uberon_0009124:0.0358527747759,uberon_0001944:0.0358527747759
akap12b	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
trappc11	uberon_0000033:11.1637640463,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
klf3	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
nr2f1b	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
ltv1	uberon_0000033:147.642694008,uberon_0009124:0.00851821244676,uberon_0001944:0.00851821244676
slc6a9	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
chrnd	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
chrne	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
gba2	uberon_0000033:1.72207742674,uberon_0009124:0.00572118746424,uberon_0001944:0.00572118746424
sec31b	uberon_0000033:4.71765225771,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
sec31a	uberon_0000033:1.41026206851,uberon_0009124:0.00508549996822,uberon_0001944:0.00508549996822
tmem67	uberon_0000033:15.8359238552,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
cdk5	uberon_0000033:3.06577913841,uberon_0009124:0.0266988748331,uberon_0001944:0.0266988748331
sfrp5	uberon_0000033:7.50268024104,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
sox4b	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
uxs1	uberon_0000033:3.5529946293,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
whsc1	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
rab4a	uberon_0000033:0.650562583434,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
fxr1	uberon_0000033:0.253243657701,uberon_0009124:0.00546691246583,uberon_0001944:0.00546691246583
apoa1bp	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
nfkb2	uberon_0000033:19.2712006913,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
tsc2	uberon_0000033:2.4566130747,uberon_0009124:0.0129680249189,uberon_0001944:0.0129680249189
lhx2b	uberon_0000033:0.841904519738,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
msi2b	uberon_0000033:4.53786726082,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
atp2a1	uberon_0000033:0.0448533588153,uberon_0009124:0.00572118746424,uberon_0001944:0.00572118746424
grhl2b	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
hspa12b	uberon_0000033:12.1980597637,uberon_0009124:0.0115695124277,uberon_0001944:0.0115695124277
slc25a37	uberon_0000033:0.497489034391,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
ift27	uberon_0000033:0.497489034391,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
slc25a39	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
nup88	uberon_0000033:5.59840390995,uberon_0009124:0.00978958743882,uberon_0001944:0.00978958743882
rpn2	uberon_0000033:180.842984435,uberon_0009124:0.0174178373911,uberon_0001944:0.0174178373911
unc45a	uberon_0000033:13.6504298142,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
hip1	uberon_0000033:0.204854424951,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
ncstn	uberon_0000033:1.91689750169,uberon_0009124:0.00673828745789,uberon_0001944:0.00673828745789
cyp26b1	uberon_0000033:2.80823693084,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
faslg	uberon_0000033:7.5128660787,uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709
